sentence,sentiment,lem_words,lem_tag,word_tags
"The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.",2,food be average above french onion soup fill yet not overly impressive dessert not brilliant way,NN VB JJ VB JJ NN NN VB RB RB RB JJ NN RB JJ NN,"['food/NN', 'be/VB', 'average/JJ', 'above/VB', 'french/JJ', 'onion/NN', 'soup/NN', 'fill/VB', 'yet/RB', 'not/RB', 'overly/RB', 'impressive/JJ', 'dessert/NN', 'not/RB', 'brilliant/JJ', 'way/NN']"
Make sure you try this place as often as you can.,2,make sure try place often,VB JJ VB NN RB,"['make/VB', 'sure/JJ', 'try/VB', 'place/NN', 'often/RB']"
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",2,however think jeckll hyde be place be fun do once,RB NN NN VB VB NN VB NN VB RB,"['however/RB', 'think/NN', 'jeckll/NN', 'hyde/VB', 'be/VB', 'place/NN', 'be/VB', 'fun/NN', 'do/VB', 'once/RB']"
The food is great and reasonably priced.,2,food be great reasonably price,NN VB JJ RB VB,"['food/NN', 'be/VB', 'great/JJ', 'reasonably/RB', 'price/VB']"
The food was authentic.,2,food be authentic,NN VB JJ,"['food/NN', 'be/VB', 'authentic/JJ']"
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",2,food be yummy especially cook perfection mussel spicy tomato sauce shoestring crispy fry,NN VB JJ RB VB NN NN JJ NN NN NN JJ NN,"['food/NN', 'be/VB', 'yummy/JJ', 'especially/RB', 'cook/VB', 'perfection/NN', 'mussel/NN', 'spicy/JJ', 'tomato/NN', 'sauce/NN', 'shoestring/NN', 'crispy/JJ', 'fry/NN']"
"Ambience is delightful, service impeccable.",2,ambience be delightful service impeccable,NN VB JJ NN JJ,"['ambience/NN', 'be/VB', 'delightful/JJ', 'service/NN', 'impeccable/JJ']"
The setting is casual and romantic.,2,setting be casual romantic,NN VB JJ JJ,"['setting/NN', 'be/VB', 'casual/JJ', 'romantic/JJ']"
Chennai Garden is my favorite Indian restaurant in the city.,2,chennai garden be favorite indian restaurant city,JJ NN VB JJ JJ NN NN,"['chennai/JJ', 'garden/NN', 'be/VB', 'favorite/JJ', 'indian/JJ', 'restaurant/NN', 'city/NN']"
"The quantity is also very good, you will come out satisfied.",2,quantity be also very good come out satisfy,NN VB RB RB JJ VB RB VB,"['quantity/NN', 'be/VB', 'also/RB', 'very/RB', 'good/JJ', 'come/VB', 'out/RB', 'satisfy/VB']"
All the staff is absolutely professional!! ,2,staff be absolutely professional,NN VB RB JJ,"['staff/NN', 'be/VB', 'absolutely/RB', 'professional/JJ']"
The food was delicious but do not come here on a empty stomach.,2,food be delicious do not come here empty stomach,NN VB JJ VB RB VB RB JJ NN,"['food/NN', 'be/VB', 'delicious/JJ', 'do/VB', 'not/RB', 'come/VB', 'here/RB', 'empty/JJ', 'stomach/NN']"
The combination of super-fresh ingredients in the dishes are unusual but really delicious.,2,combination super fresh ingredient dish be unusual really delicious,NN JJ JJ NN NN VB JJ RB JJ,"['combination/NN', 'super/JJ', 'fresh/JJ', 'ingredient/NN', 'dish/NN', 'be/VB', 'unusual/JJ', 'really/RB', 'delicious/JJ']"
"I got the $10 10-piece dim sum combo, every bite of which was great.",2,get piece dim sum combo bite be great,VB NN JJ NN NN NN VB JJ,"['get/VB', 'piece/NN', 'dim/JJ', 'sum/NN', 'combo/NN', 'bite/NN', 'be/VB', 'great/JJ']"
Service is top notch.,2,service be top notch,NN VB JJ NN,"['service/NN', 'be/VB', 'top/JJ', 'notch/NN']"
The sushi seemed pretty fresh and was adequately proportioned.,2,sushi seem pretty fresh be adequately proportioned,NN VB RB JJ VB RB JJ,"['sushi/NN', 'seem/VB', 'pretty/RB', 'fresh/JJ', 'be/VB', 'adequately/RB', 'proportioned/JJ']"
"Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",2,don judge place prima facie have try believe home away home literate heart,VB NN NN NN NN VB VB VB NN RB NN JJ NN,"['don/VB', 'judge/NN', 'place/NN', 'prima/NN', 'facie/NN', 'have/VB', 'try/VB', 'believe/VB', 'home/NN', 'away/RB', 'home/NN', 'literate/JJ', 'heart/NN']"
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,2,traditional french decour be pleasant hall be rather noisy restaurant be full have raise voice be able maintain conversation,JJ JJ NN VB JJ NN VB RB JJ NN VB JJ VB VB NN VB JJ VB NN,"['traditional/JJ', 'french/JJ', 'decour/NN', 'be/VB', 'pleasant/JJ', 'hall/NN', 'be/VB', 'rather/RB', 'noisy/JJ', 'restaurant/NN', 'be/VB', 'full/JJ', 'have/VB', 'raise/VB', 'voice/NN', 'be/VB', 'able/JJ', 'maintain/VB', 'conversation/NN']"
Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,2,authentic shanghai style recommend better shanghai place new york,JJ NN NN VB JJ NN NN NN NN,"['authentic/JJ', 'shanghai/NN', 'style/NN', 'recommend/VB', 'better/JJ', 'shanghai/NN', 'place/NN', 'new/NN', 'york/NN']"
I thought I had died and gone to heaven.,2,think have die go heaven,VB VB VB VB NN,"['think/VB', 'have/VB', 'die/VB', 'go/VB', 'heaven/NN']"
Best Reuben sandwich ever!,2,best reuben sandwich ever,RB JJ NN RB,"['best/RB', 'reuben/JJ', 'sandwich/NN', 'ever/RB']"
A classic!,2,classic,JJ,['classic/JJ']
I take all my NYC guests to VT's.,2,take nyc guest vt,VB NN NN VB,"['take/VB', 'nyc/NN', 'guest/NN', 'vt/VB']"
This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,2,be nice restaurant be look good place host intimate dinner meeting business associate,VB JJ NN VB VB JJ NN NN JJ NN NN NN NN,"['be/VB', 'nice/JJ', 'restaurant/NN', 'be/VB', 'look/VB', 'good/JJ', 'place/NN', 'host/NN', 'intimate/JJ', 'dinner/NN', 'meeting/NN', 'business/NN', 'associate/NN']"
"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",2,try pad thai sample anything appetizer menu re delicious,VB NN NN NN NN NN NN NN JJ,"['try/VB', 'pad/NN', 'thai/NN', 'sample/NN', 'anything/NN', 'appetizer/NN', 'menu/NN', 're/NN', 'delicious/JJ']"
I stumbled upon this great pizzeria as I explored my new neighborhood.,2,stumble great pizzeria explore new neighborhood,VB JJ NN VB JJ NN,"['stumble/VB', 'great/JJ', 'pizzeria/NN', 'explore/VB', 'new/JJ', 'neighborhood/NN']"
Go here for a romantic dinner but not for an all out wow dining experience.,2,go here romantic dinner not all out dining experience,VB RB JJ NN RB RB RB JJ NN,"['go/VB', 'here/RB', 'romantic/JJ', 'dinner/NN', 'not/RB', 'all/RB', 'out/RB', 'dining/JJ', 'experience/NN']"
keep up the good work.,2,keep good work,VB JJ NN,"['keep/VB', 'good/JJ', 'work/NN']"
It's a small cute restaurant.,2,small cute restaurant,JJ JJ NN,"['small/JJ', 'cute/JJ', 'restaurant/NN']"
I would highly recommend it.,2,highly recommend,RB VB,"['highly/RB', 'recommend/VB']"
Worth visiting the 1st Ave spot because it is the original store.,2,worth visit st ave spot be original store,NN VB NN JJ NN VB JJ NN,"['worth/NN', 'visit/VB', 'st/NN', 'ave/JJ', 'spot/NN', 'be/VB', 'original/JJ', 'store/NN']"
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",2,re sit main dining room have spectacular hand paint high ceiling never know be world outside,NN VB JJ NN NN VB JJ NN VB JJ NN RB VB VB NN NN,"['re/NN', 'sit/VB', 'main/JJ', 'dining/NN', 'room/NN', 'have/VB', 'spectacular/JJ', 'hand/NN', 'paint/VB', 'high/JJ', 'ceiling/NN', 'never/RB', 'know/VB', 'be/VB', 'world/NN', 'outside/NN']"
And really large portions.,2,really large portion,RB JJ NN,"['really/RB', 'large/JJ', 'portion/NN']"
Friendly staff that actually lets you enjoy your meal and the company you're with.,2,friendly staff actually let enjoy meal company re,JJ NN RB VB VB NN NN NN,"['friendly/JJ', 'staff/NN', 'actually/RB', 'let/VB', 'enjoy/VB', 'meal/NN', 'company/NN', 're/NN']"
"The crust is thin, the ingredients are fresh and the staff is friendly.",2,crust be thin ingredient be fresh staff be friendly,NN VB JJ NN VB JJ NN VB JJ,"['crust/NN', 'be/VB', 'thin/JJ', 'ingredient/NN', 'be/VB', 'fresh/JJ', 'staff/NN', 'be/VB', 'friendly/JJ']"
We were very pleasantly surprised.,2,be very pleasantly surprised,VB RB RB JJ,"['be/VB', 'very/RB', 'pleasantly/RB', 'surprised/JJ']"
There is a lot of variety even for people who eat vegetarian like me.,2,be lot variety even person eat vegetarian,VB NN NN RB NN VB JJ,"['be/VB', 'lot/NN', 'variety/NN', 'even/RB', 'person/NN', 'eat/VB', 'vegetarian/JJ']"
Give it a try and enjoy.,2,give try enjoy,VB NN NN,"['give/VB', 'try/NN', 'enjoy/NN']"
Your friends will thank you for introducing them to this gem!,2,friend thank introduce gem,NN VB VB NN,"['friend/NN', 'thank/VB', 'introduce/VB', 'gem/NN']"
delicious simple food in nice outdoor atmosphere.,2,delicious simple food nice outdoor atmosphere,JJ JJ NN JJ JJ NN,"['delicious/JJ', 'simple/JJ', 'food/NN', 'nice/JJ', 'outdoor/JJ', 'atmosphere/NN']"
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,2,almost hesititate write review atmosphere be so great hate too become crowd,RB JJ VB NN NN VB RB JJ VB RB VB VB,"['almost/RB', 'hesititate/JJ', 'write/VB', 'review/NN', 'atmosphere/NN', 'be/VB', 'so/RB', 'great/JJ', 'hate/VB', 'too/RB', 'become/VB', 'crowd/VB']"
Love Pizza 33..,2,love pizza,VB NN,"['love/VB', 'pizza/NN']"
Service- friendly and attentive.,2,service friendly attentive,NN JJ JJ,"['service/NN', 'friendly/JJ', 'attentive/JJ']"
"The atmosphere is unheralded, the service impecible, and the food magnificant.",2,atmosphere be unheralded service impecible food magnificant,NN VB JJ NN JJ NN NN,"['atmosphere/NN', 'be/VB', 'unheralded/JJ', 'service/NN', 'impecible/JJ', 'food/NN', 'magnificant/NN']"
"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",2,admittedly night restaurant be rather warm open kitchen be part charm,RB NN NN VB RB JJ JJ NN VB NN NN,"['admittedly/RB', 'night/NN', 'restaurant/NN', 'be/VB', 'rather/RB', 'warm/JJ', 'open/JJ', 'kitchen/NN', 'be/VB', 'part/NN', 'charm/NN']"
Best Taiwanese food in NY!,2,best food ny,VB NN NN,"['best/VB', 'food/NN', 'ny/NN']"
"Ambience is so cute and quaint, good for business although we were there on vacation.",2,ambience be so cute quaint good business be there vacation,NN VB RB JJ JJ JJ NN VB RB NN,"['ambience/NN', 'be/VB', 'so/RB', 'cute/JJ', 'quaint/JJ', 'good/JJ', 'business/NN', 'be/VB', 'there/RB', 'vacation/NN']"
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",2,ambience be so fun price be great top fact food be really tasty,NN VB RB NN NN VB JJ NN NN NN VB RB JJ,"['ambience/NN', 'be/VB', 'so/RB', 'fun/NN', 'price/NN', 'be/VB', 'great/JJ', 'top/NN', 'fact/NN', 'food/NN', 'be/VB', 'really/RB', 'tasty/JJ']"
This place blew me away...by far my new favorite restaurant on the uppereast side.,2,place blow away far new favorite restaurant uppereast side,NN VB RB RB JJ JJ NN JJ NN,"['place/NN', 'blow/VB', 'away/RB', 'far/RB', 'new/JJ', 'favorite/JJ', 'restaurant/NN', 'uppereast/JJ', 'side/NN']"
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",2,table be closely situate candle light food quality service overcompensate,NN VB RB VB NN JJ NN NN NN NN,"['table/NN', 'be/VB', 'closely/RB', 'situate/VB', 'candle/NN', 'light/JJ', 'food/NN', 'quality/NN', 'service/NN', 'overcompensate/NN']"
"Pizza is terrific, as is homemade pasta.",2,pizza be terrific be homemade pasta,NN VB JJ VB JJ NN,"['pizza/NN', 'be/VB', 'terrific/JJ', 'be/VB', 'homemade/JJ', 'pasta/NN']"
"Please take my advice, go and try this place.",2,please take advice go try place,VB VB NN VB VB NN,"['please/VB', 'take/VB', 'advice/NN', 'go/VB', 'try/VB', 'place/NN']"
Finally a reliable Chinese restaurant!,2,finally reliable chinese restaurant,RB JJ JJ NN,"['finally/RB', 'reliable/JJ', 'chinese/JJ', 'restaurant/NN']"
The service was excellent - friendly and attentive.,2,service be excellent friendly attentive,NN VB JJ JJ JJ,"['service/NN', 'be/VB', 'excellent/JJ', 'friendly/JJ', 'attentive/JJ']"
The food is great and they have a good selecion of wines at reasonable prices.,2,food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,"['food/NN', 'be/VB', 'great/JJ', 'have/VB', 'good/JJ', 'selecion/NN', 'wine/NN', 'reasonable/JJ', 'price/NN']"
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",2,eating atmosphere save desk very disappointing experience,NN NN VB NN RB JJ NN,"['eating/NN', 'atmosphere/NN', 'save/VB', 'desk/NN', 'very/RB', 'disappointing/JJ', 'experience/NN']"
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",2,planet thailand have always be hit go there usually sushi be great thai food be excellent too,NN NN VB RB VB NN VB RB RB NN VB JJ NN NN VB JJ RB,"['planet/NN', 'thailand/NN', 'have/VB', 'always/RB', 'be/VB', 'hit/NN', 'go/VB', 'there/RB', 'usually/RB', 'sushi/NN', 'be/VB', 'great/JJ', 'thai/NN', 'food/NN', 'be/VB', 'excellent/JJ', 'too/RB']"
"Be sure to try the seasonal, and always delicious, specials.",2,be sure try seasonal always delicious special,VB JJ VB JJ RB JJ NN,"['be/VB', 'sure/JJ', 'try/VB', 'seasonal/JJ', 'always/RB', 'delicious/JJ', 'special/NN']"
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",2,however want great food great price don mind decor beat place,RB VB JJ NN JJ NN VB VB NN NN NN,"['however/RB', 'want/VB', 'great/JJ', 'food/NN', 'great/JJ', 'price/NN', 'don/VB', 'mind/VB', 'decor/NN', 'beat/NN', 'place/NN']"
"Not only is the cuisine the best around, the service has always been attentive and charming.",2,not only be cuisine best service have always be attentive charming,RB RB VB NN JJ NN VB RB VB JJ JJ,"['not/RB', 'only/RB', 'be/VB', 'cuisine/NN', 'best/JJ', 'service/NN', 'have/VB', 'always/RB', 'be/VB', 'attentive/JJ', 'charming/JJ']"
The food was exceptional.,2,food be exceptional,NN VB JJ,"['food/NN', 'be/VB', 'exceptional/JJ']"
"Best of all is the warm vibe, the owner is super friendly and service is fast.",2,best be warm vibe owner be super friendly service be fast,JJ VB JJ NN NN VB JJ JJ NN VB JJ,"['best/JJ', 'be/VB', 'warm/JJ', 'vibe/NN', 'owner/NN', 'be/VB', 'super/JJ', 'friendly/JJ', 'service/NN', 'be/VB', 'fast/JJ']"
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",2,decor be vibrant eye please several semi private both right side dining hall be great date,NN VB JJ NN VB JJ NN JJ NN JJ NN NN NN VB JJ NN,"['decor/NN', 'be/VB', 'vibrant/JJ', 'eye/NN', 'please/VB', 'several/JJ', 'semi/NN', 'private/JJ', 'both/NN', 'right/JJ', 'side/NN', 'dining/NN', 'hall/NN', 'be/VB', 'great/JJ', 'date/NN']"
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",2,service however be excellent like set atmosphere lot,NN RB VB JJ VB VB NN NN,"['service/NN', 'however/RB', 'be/VB', 'excellent/JJ', 'like/VB', 'set/VB', 'atmosphere/NN', 'lot/NN']"
The food was absolutely amazing!!,2,food be absolutely amazing,NN VB RB JJ,"['food/NN', 'be/VB', 'absolutely/RB', 'amazing/JJ']"
Always great service!,2,always great service,RB JJ NN,"['always/RB', 'great/JJ', 'service/NN']"
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,2,be best shabu shabu restaurant try state area,VB JJ NN NN NN JJ NN NN,"['be/VB', 'best/JJ', 'shabu/NN', 'shabu/NN', 'restaurant/NN', 'try/JJ', 'state/NN', 'area/NN']"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,2,find difficult dine other japanese restaurant visit mizu,VB JJ VB JJ JJ NN NN VB,"['find/VB', 'difficult/JJ', 'dine/VB', 'other/JJ', 'japanese/JJ', 'restaurant/NN', 'visit/NN', 'mizu/VB']"
Atmosphere is nice and relaxed too...,2,atmosphere be nice relax too,NN VB JJ VB RB,"['atmosphere/NN', 'be/VB', 'nice/JJ', 'relax/VB', 'too/RB']"
Good food.,2,good food,JJ NN,"['good/JJ', 'food/NN']"
"The freshest, best variety, and the fastest delivery.",2,freshest variety fastest delivery,JJ NN JJ NN,"['freshest/JJ', 'variety/NN', 'fastest/JJ', 'delivery/NN']"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",2,recently decide try location delight have outdoor seating perfect have yorkie,RB VB VB NN NN VB JJ NN JJ VB NN,"['recently/RB', 'decide/VB', 'try/VB', 'location/NN', 'delight/NN', 'have/VB', 'outdoor/JJ', 'seating/NN', 'perfect/JJ', 'have/VB', 'yorkie/NN']"
I take all my NYC guests to VT's.,2,take nyc guest vt,VB NN NN VB,"['take/VB', 'nyc/NN', 'guest/NN', 'vt/VB']"
Definitely a neighborhood favorite.,2,definitely neighborhood favorite,RB NN JJ,"['definitely/RB', 'neighborhood/NN', 'favorite/JJ']"
Decor is charming.,2,decor be charming,NN VB JJ,"['decor/NN', 'be/VB', 'charming/JJ']"
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,2,myagi be favorite restaurant city place negative reviews describe sound be somewhere else,NN VB JJ NN NN NN JJ NN NN NN VB RB RB,"['myagi/NN', 'be/VB', 'favorite/JJ', 'restaurant/NN', 'city/NN', 'place/NN', 'negative/JJ', 'reviews/NN', 'describe/NN', 'sound/NN', 'be/VB', 'somewhere/RB', 'else/RB']"
Go there to relax and feel like your somewhere else.,2,go there relax feel somewhere else,VB RB VB VB RB RB,"['go/VB', 'there/RB', 'relax/VB', 'feel/VB', 'somewhere/RB', 'else/RB']"
All the staff is absolutely professional!! ,2,staff be absolutely professional,NN VB RB JJ,"['staff/NN', 'be/VB', 'absolutely/RB', 'professional/JJ']"
Good food.,2,good food,JJ NN,"['good/JJ', 'food/NN']"
"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",2,spicy tuna roll be unusually good rock shrimp tempura be awesome great appetizer share,JJ NN NN VB RB JJ NN NN NN VB JJ JJ NN NN,"['spicy/JJ', 'tuna/NN', 'roll/NN', 'be/VB', 'unusually/RB', 'good/JJ', 'rock/NN', 'shrimp/NN', 'tempura/NN', 'be/VB', 'awesome/JJ', 'great/JJ', 'appetizer/NN', 'share/NN']"
go here for the drinks!,2,go here drink,VB RB NN,"['go/VB', 'here/RB', 'drink/NN']"
